CRASH_NUM,Coll,Int,Wea,TrWay,PSL,Align,TCD,CF
2020_260069,Angle,Four-Way Intersection,Others,Two-Way Divided,45 MPH,Straight,Traffic control signal,Going Straight
2020_260076,Angle,Not an Intersection,Others,Two-Way Undivided,45 MPH,Straight,No Controls,Turning
2020_260076,Angle,Not an Intersection,Others,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2020_260079,Front-to-Rear,Not an Intersection,Others,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2020_260084,Front-to-Rear,T-Intersection,Others,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
2020_260087,Angle,Not an Intersection,Others,Two-Way Undivided,45 MPH,Curve,No Controls,Negotiating a Curve
2020_260102,Front-to-Front,Not an Intersection,Others,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
2020_260123,Sideswipe,Not an Intersection,Others,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
2020_260124,Front-to-Front,Not an Intersection,Others,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2020_260128,Front-to-Rear,Not an Intersection,Others,Two-Way Undivided,30 MPH,Straight,No Controls,Others
2020_260132,Front-to-Front,Not an Intersection,Others,Two-Way Undivided,45 MPH,Straight,No Controls,Making a U-turn
2020_260140,Angle,Four-Way Intersection,Others,One-Way Trafficway,25 MPH,Straight,Yield Sign,Going Straight
2020_260143,Angle,Four-Way Intersection,Others,Two-Way Undivided,25 MPH,Straight,Stop Sign,Going Straight
2020_260144,Angle,Not an Intersection,Others,Driveway Access,No Statutory Limit,Driveway Access,No Controls,Turning
2020_260152,Front-to-Rear,T-Intersection,Others,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Unknown
2020_260152,Front-to-Rear,T-Intersection,Others,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2020_260154,Angle,Four-Way Intersection,Others,Two-Way Divided,25 MPH,Straight,Stop Sign,Going Straight
2020_260155,Angle,Four-Way Intersection,Others,Two-Way Divided,35 MPH,Straight,Traffic control signal,Going Straight
2020_260155,Angle,Four-Way Intersection,Others,Two-Way Divided,35 MPH,Straight,Traffic control signal,Going Straight
2020_260155,Angle,Four-Way Intersection,Others,Two-Way Divided,35 MPH,Straight,Traffic control signal,Going Straight
2020_260157,Angle,Four-Way Intersection,Others,Two-Way Undivided,45 MPH,Straight,Unknown,Going Straight
2020_260164,Angle,Four-Way Intersection,Others,Two-Way Undivided,35 MPH,Unknown,Traffic control signal,Going Straight
2020_260166,Angle,Four-Way Intersection,Others,Two-Way Undivided,25 MPH,Straight,Stop Sign,Going Straight
2020_260171,Front-to-Rear,Not an Intersection,Others,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2020_260179,Angle,Four-Way Intersection,Others,Two-Way Divided,40 MPH,Straight,Traffic control signal,Going Straight
2020_260186,Angle,Not an Intersection,Others,Driveway Access,No Statutory Limit,Driveway Access,No Controls,Turning
2020_260194,Front-to-Front,Not an Intersection,Others,Two-Way Undivided,40 MPH,Curve,No Controls,Negotiating a Curve
2020_260207,Front-to-Rear,Four-Way Intersection,Others,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2020_260211,Angle,Not an Intersection,Others,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2020_260211,Angle,Not an Intersection,Others,Two-Way Undivided,45 MPH,Straight,No Controls,Turning
2020_260225,Angle,Four-Way Intersection,Others,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Going Straight
2020_260226,Angle,Four-Way Intersection,Others,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Turning
2020_260235,Angle,Four-Way Intersection,Others,Two-Way Undivided,25 MPH,Straight,Stop Sign,Going Straight
2020_260246,Front-to-Rear,Four-Way Intersection,Others,Two-Way Undivided,30 MPH,Straight,Traffic control signal,Going Straight
2020_260247,Front-to-Front,Four-Way Intersection,Others,Two-Way Undivided,30 MPH,Straight,Traffic control signal,Turning
2020_260257,Angle,Not an Intersection,Others,Two-Way Undivided,45 MPH,Straight,No Controls,Turning
2020_260271,Angle,Four-Way Intersection,Others,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Going Straight
2020_260290,Front-to-Front,Four-Way Intersection,Others,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Going Straight
2020_260307,Angle,Not an Intersection,Others,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
2020_260325,Front-to-Rear,Not an Intersection,Others,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2020_260335,Angle,Four-Way Intersection,Others,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Going Straight
2020_260347,Angle,Four-Way Intersection,Others,Two-Way Undivided,25 MPH,Straight,Traffic control signal,Going Straight
2020_260356,Front-to-Front,Four-Way Intersection,Others,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Turning
2020_260357,Angle,Four-Way Intersection,Others,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Going Straight
2020_260361,Angle,Four-Way Intersection,Others,Two-Way Undivided,35 MPH,Straight,No Controls,Making a U-turn
2020_260370,Angle,T-Intersection,Others,Two-Way Undivided,40 MPH,Straight,No Controls,Turning
2020_260386,Angle,Four-Way Intersection,Others,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Going Straight
2020_260387,Angle,Four-Way Intersection,Others,Two-Way Undivided,45 MPH,Straight,Stop Sign,Going Straight
2020_260404,Angle,Four-Way Intersection,Others,One-Way Trafficway,45 MPH,Straight,Traffic control signal,Going Straight
2020_260409,Angle,Four-Way Intersection,Others,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Going Straight
2020_260409,Angle,Four-Way Intersection,Others,Two-Way Divided,45 MPH,Straight,Traffic control signal,Going Straight
2020_260435,Angle,Four-Way Intersection,Others,One-Way Trafficway,35 MPH,Straight,Traffic control signal,Going Straight
2020_260435,Angle,Four-Way Intersection,Others,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Going Straight
2020_260448,Front-to-Front,Not an Intersection,Others,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2020_260448,Front-to-Front,Not an Intersection,Others,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2020_260448,Front-to-Front,Not an Intersection,Others,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2020_260450,Angle,T-Intersection,Others,Two-Way Undivided,45 MPH,Straight,Stop Sign,Turning
2020_260458,Angle,Four-Way Intersection,Others,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Going Straight
2020_260470,Angle,T-Intersection,Others,Two-Way Divided,25 MPH,Straight,Stop Sign,Turning
2020_260476,Angle,Four-Way Intersection,Others,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Others
2020_260482,Angle,Four-Way Intersection,Others,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Accelerating/Decelerating
2020_260485,Front-to-Front,Four-Way Intersection,Others,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2020_260490,Front-to-Rear,Four-Way Intersection,Others,Two-Way Divided,35 MPH,Straight,Traffic control signal,Going Straight
2020_260528,Angle,Four-Way Intersection,Others,Two-Way Undivided,25 MPH,Straight,Traffic control signal,Turning
2020_260537,Angle,Four-Way Intersection,Others,Two-Way Undivided,45 MPH,Straight,Stop Sign,Going Straight
2020_260546,Angle,Four-Way Intersection,Others,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Turning
2020_260551,Front-to-Rear,Not an Intersection,Others,One-Way Trafficway,40 MPH,Straight,No Controls,Others
2020_260558,Angle,Four-Way Intersection,Others,Two-Way Undivided,30 MPH,Straight,Traffic control signal,Going Straight
2020_260558,Angle,Four-Way Intersection,Others,Two-Way Undivided,30 MPH,Straight,Traffic control signal,Going Straight
2020_260565,Front-to-Front,Four-Way Intersection,Others,Two-Way Undivided,30 MPH,Straight,Traffic control signal,Going Straight
2020_260567,Front-to-Front,Not an Intersection,Others,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2020_260609,Angle,Four-Way Intersection,Others,Two-Way Divided,40 MPH,Straight,Traffic control signal,Going Straight
2020_260610,Angle,Four-Way Intersection,Others,Two-Way Undivided,30 MPH,Straight,Traffic control signal,Accelerating/Decelerating
2020_260616,Angle,Four-Way Intersection,Others,Two-Way Undivided,30 MPH,Straight,Traffic control signal,Going Straight
2020_260633,Angle,Four-Way Intersection,Others,Two-Way Undivided,25 MPH,Straight,Traffic control signal,Going Straight
2020_260658,Angle,Not an Intersection,Others,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2020_260670,Sideswipe,Not an Intersection,Others,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2020_260671,Angle,Not an Intersection,Others,Driveway Access,No Statutory Limit,Driveway Access,No Controls,Turning
2020_260693,Front-to-Rear,Not an Intersection,Others,Two-Way Undivided,30 MPH,Straight,No Controls,Going Straight
2020_260696,Sideswipe,Four-Way Intersection,Others,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Going Straight
2020_260696,Sideswipe,Four-Way Intersection,Others,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Going Straight
2020_260699,Angle,Not an Intersection,Others,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2020_260701,Angle,Four-Way Intersection,Others,Two-Way Divided,45 MPH,Straight,Stop Sign,Going Straight
2020_260736,Front-to-Front,Not an Intersection,Others,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
2020_260739,Angle,Four-Way Intersection,Others,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Turning
2020_260745,Front-to-Front,Not an Intersection,Others,Two-Way Undivided,45 MPH,Unknown,No Controls,Going Straight
2020_260745,Front-to-Front,Not an Intersection,Others,Two-Way Undivided,45 MPH,Unknown,No Controls,Going Straight
2020_260755,Front-to-Front,Not an Intersection,Others,Two-Way Undivided,25 MPH,Curve,No Controls,Negotiating a Curve
2020_260755,Front-to-Front,Not an Intersection,Others,Two-Way Undivided,25 MPH,Straight,No Controls,Going Straight
2020_260757,Angle,Four-Way Intersection,Others,Two-Way Undivided,45 MPH,Unknown,Traffic control signal,Turning
2020_260773,Front-to-Rear,Not an Intersection,Others,Two-Way Undivided,40 MPH,Straight,No Controls,Changing Lanes/Overtaking
2020_260773,Front-to-Rear,Not an Intersection,Others,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
2020_260784,Angle,Four-Way Intersection,Others,Two-Way Undivided,25 MPH,Straight,No Controls,Going Straight
2020_260784,Angle,Four-Way Intersection,Others,Two-Way Undivided,25 MPH,Straight,No Controls,Going Straight
2020_260785,Angle,Four-Way Intersection,Others,One-Way Trafficway,45 MPH,Straight,Traffic control signal,Going Straight
2020_260786,Angle,Not an Intersection,Others,Two-Way Undivided,30 MPH,Straight,No Controls,Going Straight
2020_260788,Angle,T-Intersection,Others,Two-Way Divided,40 MPH,Straight,Unknown,Going Straight
2020_260788,Angle,T-Intersection,Others,Two-Way Divided,40 MPH,Straight,Unknown,Going Straight
2020_260795,Front-to-Rear,Not an Intersection,Others,Two-Way Undivided,40 MPH,Straight,No Controls,Unknown
2020_260802,Front-to-Front,Not an Intersection,Others,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2020_260804,Angle,T-Intersection,Others,Two-Way Divided,25 MPH,Straight,Stop Sign,Turning
2020_260809,Angle,Four-Way Intersection,Others,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Others
2020_260812,Front-to-Front,Not an Intersection,Others,Two-Way Divided,35 MPH,Straight,No Controls,Going Straight
2020_260812,Front-to-Front,Not an Intersection,Others,Two-Way Divided,35 MPH,Straight,No Controls,Going Straight
2020_260822,Angle,T-Intersection,Others,Two-Way Undivided,45 MPH,Curve,No Controls,Negotiating a Curve
2020_260822,Angle,T-Intersection,Others,Two-Way Undivided,45 MPH,Curve,No Controls,Turning
2020_260834,Angle,Not an Intersection,Others,Two-Way Undivided,35 MPH,Straight,No Controls,Turning
2020_260837,Angle,Not an Intersection,Others,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2020_260837,Angle,Not an Intersection,Others,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2020_260846,Angle,T-Intersection,Others,Two-Way Undivided,30 MPH,Straight,No Controls,Turning
2020_260852,Angle,T-Intersection,Others,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Going Straight
2020_260852,Angle,T-Intersection,Others,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Turning
2020_260873,Angle,Four-Way Intersection,Others,Two-Way Divided,35 MPH,Straight,Traffic control signal,Going Straight
2020_260883,Angle,Not an Intersection,Others,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2020_260883,Angle,Not an Intersection,Others,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2020_260898,Angle,Not an Intersection,Others,Two-Way Undivided,40 MPH,Curve,No Controls,Negotiating a Curve
2020_260905,Angle,T-Intersection,Others,Two-Way Undivided,30 MPH,Straight,No Controls,Changing Lanes/Overtaking
2020_260905,Angle,T-Intersection,Others,Two-Way Undivided,30 MPH,Straight,No Controls,Turning
2020_260914,Angle,Four-Way Intersection,Others,Two-Way Divided,35 MPH,Straight,Traffic control signal,Going Straight
2020_260914,Angle,Four-Way Intersection,Others,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Turning
2020_260926,Angle,Four-Way Intersection,Others,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Going Straight
2020_260934,Angle,Not an Intersection,Others,Two-Way Undivided,40 MPH,Straight,No Controls,Turning
2020_260942,Angle,Four-Way Intersection,Others,Two-Way Undivided,30 MPH,Straight,Traffic control signal,Others
2020_260942,Angle,Four-Way Intersection,Others,Two-Way Undivided,30 MPH,Straight,Traffic control signal,Going Straight
2020_260943,Angle,Not an Intersection,Others,Two-Way Undivided,25 MPH,Straight,No Controls,Turning
2020_260945,Front-to-Rear,Not an Intersection,Others,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2020_260949,Angle,Not an Intersection,Others,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2020_260954,Front-to-Front,Four-Way Intersection,Others,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Going Straight
2020_260957,Sideswipe,Four-Way Intersection,Others,Two-Way Undivided,25 MPH,Straight,No Controls,Going Straight
2020_260957,Sideswipe,Four-Way Intersection,Others,Two-Way Undivided,25 MPH,Straight,No Controls,Going Straight
2020_260967,Angle,Not an Intersection,Others,Driveway Access,No Statutory Limit,Driveway Access,No Controls,Turning
2020_270001,Angle,T-Intersection,Others,Two-Way Undivided,30 MPH,Straight,Stop Sign,Turning
2020_270073,Angle,Four-Way Intersection,Others,Two-Way Undivided,30 MPH,Straight,Stop Sign,Going Straight
2020_270078,Angle,Four-Way Intersection,Others,Two-Way Undivided,30 MPH,Straight,Stop Sign,Going Straight
2020_270078,Angle,Four-Way Intersection,Others,Two-Way Undivided,30 MPH,Straight,No Controls,Going Straight
2020_270083,Front-to-Front,Not an Intersection,Others,Two-Way Undivided,30 MPH,Straight,No Controls,Going Straight
2020_270115,Angle,Four-Way Intersection,Others,Two-Way Undivided,30 MPH,Straight,Traffic control signal,Going Straight
2020_270115,Angle,Four-Way Intersection,Others,Two-Way Undivided,30 MPH,Straight,Traffic control signal,Others
2020_270161,Angle,T-Intersection,Others,Two-Way Undivided,30 MPH,Straight,Stop Sign,Others
2020_270173,Front-to-Rear,Not an Intersection,Others,Two-Way Undivided,30 MPH,Straight,No Controls,Going Straight
2020_270192,Angle,Four-Way Intersection,Others,Two-Way Undivided,45 MPH,Straight,Stop Sign,Others
2020_270193,Angle,Not an Intersection,Others,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2020_270194,Angle,T-Intersection,Others,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2020_270198,Angle,Four-Way Intersection,Others,Two-Way Undivided,30 MPH,Straight,Traffic control signal,Turning
2020_270204,Front-to-Rear,Four-Way Intersection,Others,Two-Way Divided,30 MPH,Straight,Traffic control signal,Others
2020_270236,Angle,Four-Way Intersection,Others,Two-Way Undivided,30 MPH,Straight,Traffic control signal,Going Straight
2020_270237,Angle,T-Intersection,Others,Two-Way Undivided,25 MPH,Straight,Stop Sign,Turning
2020_270279,Angle,Four-Way Intersection,Others,Two-Way Undivided,30 MPH,Straight,Stop Sign,Going Straight
2020_270279,Angle,Four-Way Intersection,Others,Two-Way Undivided,30 MPH,Straight,No Controls,Going Straight
2020_270283,Front-to-Rear,Four-Way Intersection,Others,Unknown,45 MPH,Straight,Traffic control signal,Others
2020_270359,Front-to-Rear,T-Intersection,Others,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
2020_270363,Front-to-Rear,T-Intersection,Others,Two-Way Undivided,45 MPH,Straight,No Controls,Turning
2020_270371,Angle,Four-Way Intersection,Others,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2020_280037,Angle,T-Intersection,Others,Two-Way Undivided,45 MPH,Straight,Stop Sign,Turning
2020_280056,Front-to-Front,Not an Intersection,Others,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2020_280056,Front-to-Front,Not an Intersection,Others,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2020_280057,Angle,T-Intersection,Others,Two-Way Undivided,25 MPH,Straight,Stop Sign,Going Straight
2020_280096,Angle,Four-Way Intersection,Others,Two-Way Divided,30 MPH,Straight,No Controls,Going Straight
2020_280110,Angle,Four-Way Intersection,Others,Two-Way Divided,45 MPH,Straight,Traffic control signal,Going Straight
2020_280113,Front-to-Front,Not an Intersection,Others,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
2020_280124,Angle,Not an Intersection,Others,Two-Way Undivided,45 MPH,Curve,No Controls,Negotiating a Curve
2020_280139,Front-to-Rear,Not an Intersection,Others,Driveway Access,No Statutory Limit,Driveway Access,No Controls,Others
2020_280151,Angle,Four-Way Intersection,Others,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2020_280159,Angle,Not an Intersection,Others,Driveway Access,No Statutory Limit,Driveway Access,No Controls,Turning
2020_280160,Angle,Not an Intersection,Others,Two-Way Undivided,35 MPH,Straight,No Controls,Turning
2020_280203,Angle,T-Intersection,Others,Two-Way Undivided,30 MPH,Straight,No Controls,Turning
2020_280204,Angle,Four-Way Intersection,Others,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Going Straight
2020_280235,Front-to-Rear,Four-Way Intersection,Others,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Others
2020_280235,Front-to-Rear,Four-Way Intersection,Others,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Going Straight
2020_280246,Angle,Not an Intersection,Others,Driveway Access,No Statutory Limit,Driveway Access,No Controls,Going Straight
2020_280267,Front-to-Rear,Four-Way Intersection,Others,Two-Way Undivided,25 MPH,Straight,Traffic control signal,Turning
2020_280283,Angle,Four-Way Intersection,Others,Two-Way Undivided,45 MPH,Straight,Stop Sign,Going Straight
2020_280303,Front-to-Rear,Not an Intersection,Others,Two-Way Undivided,30 MPH,Straight,No Controls,Going Straight
2020_280303,Front-to-Rear,Not an Intersection,Others,Two-Way Undivided,30 MPH,Straight,No Controls,Going Straight
2020_280309,Angle,Not an Intersection,Others,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
2020_280314,Angle,Four-Way Intersection,Others,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Turning
2020_280317,Angle,T-Intersection,Others,Two-Way Undivided,45 MPH,Straight,Stop Sign,Going Straight
2020_280348,Front-to-Front,Not an Intersection,Others,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2020_280356,Angle,Four-Way Intersection,Others,Two-Way Undivided,45 MPH,Straight,Stop Sign,Going Straight
2020_280363,Front-to-Rear,Not an Intersection,Others,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
2020_280364,Front-to-Front,Not an Intersection,Others,Two-Way Undivided,45 MPH,Curve,No Controls,Negotiating a Curve
2020_280370,Angle,Four-Way Intersection,Others,Two-Way Divided,45 MPH,Straight,Traffic control signal,Going Straight
2020_280370,Angle,Four-Way Intersection,Others,Two-Way Divided,45 MPH,Straight,Traffic control signal,Turning
2020_280399,Angle,T-Intersection,Others,Two-Way Divided,35 MPH,Straight,Traffic control signal,Turning
2020_280405,Angle,Not an Intersection,Others,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2020_280405,Angle,Not an Intersection,Others,Two-Way Undivided,45 MPH,Curve,No Controls,Changing Lanes/Overtaking
2020_280405,Angle,Not an Intersection,Others,Two-Way Undivided,45 MPH,Curve,No Controls,Negotiating a Curve
2020_280413,Front-to-Rear,Four-Way Intersection,Others,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Going Straight
2020_280417,Front-to-Front,Not an Intersection,Others,Entrance/Exit Ramp,45 MPH,Straight,No Controls,Going Straight
2020_280426,Angle,Four-Way Intersection,Others,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Turning
2020_280432,Front-to-Front,Four-Way Intersection,Others,Two-Way Undivided,45 MPH,Straight,No Controls,Others
2020_280444,Front-to-Front,Not an Intersection,Others,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2020_280454,Front-to-Front,Not an Intersection,Others,Two-Way Undivided,45 MPH,Curve,No Controls,Negotiating a Curve
2020_280459,Front-to-Front,Not an Intersection,Others,Two-Way Undivided,45 MPH,Curve,No Controls,Negotiating a Curve
2020_280468,Front-to-Front,Not an Intersection,Others,Two-Way Undivided,30 MPH,Straight,No Controls,Going Straight
2020_280471,Front-to-Front,Not an Intersection,Others,Two-Way Undivided,35 MPH,Straight,School Zone Sign/Device,Going Straight
2020_280479,Front-to-Front,Not an Intersection,Others,Two-Way Undivided,30 MPH,Straight,No Controls,Going Straight
2020_280479,Front-to-Front,Not an Intersection,Others,Two-Way Undivided,30 MPH,Straight,No Controls,Going Straight
2020_280490,Angle,Four-Way Intersection,Others,Two-Way Undivided,35 MPH,Straight,No Controls,Changing Lanes/Overtaking
2020_280490,Angle,Four-Way Intersection,Others,Two-Way Undivided,35 MPH,Straight,No Controls,Turning
2020_280510,Front-to-Front,Not an Intersection,Others,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2020_280510,Front-to-Front,Not an Intersection,Others,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2020_280513,Angle,Four-Way Intersection,Others,Two-Way Divided,45 MPH,Straight,Traffic control signal,Turning
2020_280539,Front-to-Front,Not an Intersection,Others,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
2020_280540,Angle,T-Intersection,Others,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2020_280544,Front-to-Front,Not an Intersection,Others,Two-Way Undivided,35 MPH,Curve,No Controls,Negotiating a Curve
2020_280545,Front-to-Rear,Not an Intersection,Others,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
2020_280550,Angle,Four-Way Intersection,Others,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Turning
2020_280592,Angle,Not an Intersection,Others,Driveway Access,No Statutory Limit,Driveway Access,No Controls,Going Straight
2020_280611,Front-to-Front,Not an Intersection,Others,Two-Way Undivided,35 MPH,Straight,No Controls,Unknown
2020_280611,Front-to-Front,Not an Intersection,Others,Two-Way Undivided,35 MPH,Straight,No Controls,Unknown
2020_280616,Angle,Not an Intersection,Others,Two-Way Undivided,45 MPH,Straight,No Controls,Turning
2020_280629,Angle,Not an Intersection,Others,Driveway Access,No Statutory Limit,Driveway Access,No Controls,Others
2020_280636,Angle,Four-Way Intersection,Others,Two-Way Undivided,35 MPH,Straight,Stop Sign,Going Straight
2020_280645,Angle,Not an Intersection,Others,Two-Way Undivided,45 MPH,Curve,No Controls,Negotiating a Curve
2020_280647,Front-to-Front,Not an Intersection,Others,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2020_280690,Angle,Not an Intersection,Others,Two-Way Undivided,25 MPH,Straight,No Controls,Turning
2020_290002,Angle,T-Intersection,Others,Two-Way Undivided,15 MPH,Straight,Stop Sign,Turning
2020_290003,Sideswipe,Not an Intersection,Others,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2020_290032,Front-to-Front,Not an Intersection,Others,Two-Way Undivided,45 MPH,Curve,No Controls,Changing Lanes/Overtaking
2020_290033,Angle,Four-Way Intersection,Others,Unknown,25 MPH,Straight,Traffic control signal,Others
2020_290035,Front-to-Rear,T-Intersection,Others,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Changing Lanes/Overtaking
2020_290035,Front-to-Rear,T-Intersection,Others,Two-Way Undivided,35 MPH,Straight,No Controls,Others
2020_290052,Angle,T-Intersection,Others,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Turning
2020_290057,Angle,Four-Way Intersection,Others,Two-Way Undivided,35 MPH,Straight,Stop Sign,Others
2020_290057,Angle,Four-Way Intersection,Others,Two-Way Undivided,35 MPH,Straight,Stop Sign,Others
2020_290065,Front-to-Rear,Four-Way Intersection,Others,Two-Way Divided,45 MPH,Straight,Traffic control signal,Going Straight
2020_290065,Front-to-Rear,Four-Way Intersection,Others,Two-Way Divided,45 MPH,Straight,Traffic control signal,Going Straight
2020_290065,Front-to-Rear,Four-Way Intersection,Others,Two-Way Divided,45 MPH,Straight,Traffic control signal,Others
2020_290070,Angle,Four-Way Intersection,Others,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Going Straight
2020_290070,Angle,Four-Way Intersection,Others,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Turning
2020_290081,Angle,T-Intersection,Others,Two-Way Undivided,40 MPH,Curve,No Controls,Negotiating a Curve
2020_290083,Angle,Not an Intersection,Others,Two-Way Divided,30 MPH,Straight,No Controls,Making a U-turn
2020_290091,Front-to-Front,Not an Intersection,Others,Two-Way Undivided,45 MPH,Straight,No Controls,Changing Lanes/Overtaking
2020_290099,Front-to-Front,T-Intersection,Others,Two-Way Undivided,35 MPH,Straight,Stop Sign,Going Straight
2020_290105,Front-to-Rear,T-Intersection,Others,Two-Way Divided,35 MPH,Straight,Traffic control signal,Others
2020_290111,Angle,Four-Way Intersection,Others,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Others
2020_290118,Angle,Four-Way Intersection,Others,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Going Straight
2020_290118,Angle,Four-Way Intersection,Others,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Turning
2020_290121,Sideswipe,Not Reported,Others,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Going Straight
2020_290121,Sideswipe,Not Reported,Others,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Going Straight
2020_290121,Sideswipe,Not Reported,Others,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Going Straight
2020_290150,Angle,Four-Way Intersection,Others,Two-Way Divided,40 MPH,Straight,Traffic control signal,Turning
2020_290152,Front-to-Front,Four-Way Intersection,Others,Two-Way Undivided,35 MPH,Straight,No Controls,Turning
2020_290152,Front-to-Front,Four-Way Intersection,Others,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
2020_290161,Angle,Four-Way Intersection,Others,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Going Straight
2020_290189,Angle,Four-Way Intersection,Others,Two-Way Undivided,30 MPH,Unknown,Traffic control signal,Turning
2020_290202,Front-to-Rear,Not an Intersection,Others,Two-Way Undivided,30 MPH,Straight,No Controls,Going Straight
2020_290202,Front-to-Rear,Not an Intersection,Others,Two-Way Undivided,30 MPH,Straight,No Controls,Parking
2020_290208,Angle,Four-Way Intersection,Others,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Going Straight
2020_290208,Angle,Four-Way Intersection,Others,Unknown,35 MPH,Unknown,Traffic control signal,Turning
